	   m  magnetic_sus		 magnetic_sus_error       heat_cap		     heat_cap_error
           1   1496.6617505974641       0.81199077354239990        2.4180771302452984        4.9174196520544035E-002
           2   1496.0233999626078        1.1480835053641507        2.0006207886163412        6.3255690712989296E-002
           4   1495.2233791345031        1.6232012367032598        1.7129387803107456        8.2775759462266577E-002
           8   1493.9897059794175        2.2946069227373451        1.4864195057010963       0.10904810520249192     
          16   1491.9437467891164        3.2428440706191761        1.2890187962875137       0.14361255071135326     
          32   1488.5046855508513        4.5807926936611763        1.1067347146071820       0.18819159792550805     
          64   1482.7637061649284        6.4657245829895160       0.93055049900324893       0.24404174934107090     
         128   1473.3153655566061        9.1147649659933574       0.75572809994183632       0.31102358951378378     
         256   1457.6094599427990        12.821415715910357       0.57959284438773673       0.38520314900424191     
         512   1432.3896912852026        17.974902492031550       0.40863328131339116       0.45742062804952088     
        1024   1389.1064480269524        25.034616888228307       0.25468242197311114       0.51072321615982474     
        2048   1310.3210389535673        34.389156591840866       0.14146948053106320       0.53836519548367301     
        4096   1183.0509540362505        46.216162684543512        7.4414519932373149E-002  0.55224771677293261     
        8192   973.81014900606635        59.322899105102870        3.8783659494478720E-002  0.56405641105146032     
